Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"5 Maple Lodge, Kingsway, Manchester, Greater Manchester, M19 2LD, UK","Kingsway, Manchester, Greater Manchester, M19 2LD",,Kingsway,Kingsway,Manchester,M19 2LD,Greater Manchester,UK
Regional Office: 987 Queen Street G1 3DN Glasgow GB Contact Number: 0141 123 4567 Fax: 0141 123 4568 Company Reg Number: 5678901 Scotland VAT Number: 654 3210 98,987 Queen Street G1 3DN Glasgow GB,987,Queen Street,987 Queen Street,Glasgow,G1 3DN,,GB
"Harper Legal Services 27 Market Place, Newcastle, NE1 4EE 0191 234 5678 inquiries@harperlegalservices.co.uk","27 Market Place, Newcastle, NE1 4EE",27,Market Place,27 Market Place,Newcastle,NE1 4EE,,
Blooming Flowers 47 Park Lane London W1K 1QA,47 Park Lane London W1K 1QA,47,Park Lane,Park Lane,London,W1K 1QA,,
Headquarters: 789 Victoria Road E11 4AA Manchester GB Tel: 0161 789 1234 Fax: 0161 789 5678 Registered in England and Wales Company Number: 2345678 VAT Number: 098 7654 32,789 Victoria Road E11 4AA Manchester GB,789,Victoria Road,789 Victoria Road,Manchester,E11 4AA,,GB
"Hawthorne Security 17 Park Lane, Glasgow, G1 3EF 0141 234 5678 info@hawthornesecurity.com","17 Park Lane, Glasgow, G1 3EF",17,Park Lane,17 Park Lane,Glasgow,G1 3EF,,
"123 Baker Street, London, NW1 6XE",,,,,London,NW1 6XE,Greater London,
"Address: Beacon Primary School 23 School Lane, North Shields, NE29 6BL","23 School Lane, North Shields, NE29 6BL",23,School Lane,23 School Lane,North Shields,NE29 6BL,,
"Tesco Superstore, 111 High Street, Croydon, CR0 1QG","High Street, Croydon, CR0 1QG",111,High Street,High Street,Croydon,CR0 1QG,,
"Office 3, The Innovation Centre, 2 Science Park, NG7 2RF","2 Science Park, NG7 2RF",2,Science Park,"The Innovation Centre, Science Park",,NG7 2RF,,
"Customer Service: Elm Building, 34 Willow Street, Eastville, Liverpool L3 7HJ Tel: 0151 789 4560 Email: service@elmbuilding.net","34 Willow Street, Eastville, Liverpool L3 7HJ",34,Willow Street,34 Willow Street,Liverpool,L3 7HJ,,
"Unit 7, 89 Kingsway, Cardiff, CF10 3FD",,,,,Cardiff,CF10 3FD,South Glamorgan,
"4500 Parkway, Whiteley, Fareham, PO15 7AZ, Tel: +44 1489 555555","4500 Parkway, Whiteley, Fareham, PO15 7AZ",4500,Parkway,4500 Parkway,Fareham,PO15 7AZ,Hampshire,
Smith & Co. Accountants Registered Office: 15 High Street Birmingham B12 9NA,15 High Street Birmingham B12 9NA,15,High Street,15 High Street,Birmingham,B12 9NA,,
"99 Victoria Road, Broomhill, Sheffield, S10 2DJ",,99,Victoria Road,99 Victoria Road,Sheffield,S10 2DJ,Broomhill,
"3 Castle Street, Cardiff, CF10 1SZ, United Kingdom",,3,Castle Street,Castle Street,Cardiff,CF10 1SZ,,United Kingdom
"10 Downing Street, London, SW1A 2AA",,,,,London,SW1A 2AA,Greater London,
"Bright Future Innovations Ltd, Registered in Wales, Company No 98765432, Registered at 45 Sea View Road, Swansea, SA1 4LH, VAT Registration No 567 8901 23","45 Sea View Road, Swansea, SA1 4LH",45,Sea View Road,45 Sea View Road,Swansea,SA1 4LH,,
"Central House, 27 Park Street, London W1K 6PA","27 Park Street, London W1K 6PA",27,Park Street,27 Park Street,London,W1K 6PA,,
BRIGHTON PIER Open today - 10:00 until 22:00 01273 609361 BN2 1TW,BN2 1TW,,,,,BN2 1TW,,
"Harbor View Apartments Registered Office: Flat 4, 32 Dockside Road Southampton SO14 3BQ",32 Dockside Road Southampton SO14 3BQ,32,Dockside Road,"Flat 4, 32 Dockside Road",Southampton,SO14 3BQ,,
"Thompson & Sons Plumbing 5 Oak Avenue, Bristol, BS1 5GH 0117 987 6543 info@thompsonplumbing.co.uk","5 Oak Avenue, Bristol, BS1 5GH",5,Oak Avenue,5 Oak Avenue,Bristol,BS1 5GH,,
"MediaCityUK, Broadway, Salford M50 2EQ","Broadway, Salford M50 2EQ",,Broadway,Broadway,Salford,M50 2EQ,,
"Greenfield Solutions 78 Elm Road, Birmingham, B2 3EF 0121 456 7890 support@greenfieldsolutions.com","78 Elm Road, Birmingham, B2 3EF",78,Elm Road,78 Elm Road,Birmingham,B2 3EF,,
"Queen Street, Bristol City of Bristol BS1 4DZ",,,Queen Street,Queen Street,Bristol,BS1 4DZ,City of Bristol,
"1 Motherwell Way, West Thurrock, Grays, Essex, RM20 3XD",,1,Motherwell Way,1 Motherwell Way,Grays,RM20 3XD,Essex,
"Willow Cottage, 7 Meadow Road, Bath, BA1 2DF",,,,,Bath,BA1 2DF,Somerset,
"Address: Greenfield Library 58 High Street, Greenfield, MK45 5DB","58 High Street, Greenfield, MK45 5DB",58,High Street,58 High Street,Greenfield,MK45 5DB,,
"200 Oxford Street, Soho, London, W1D 1NU",,200,Oxford Street,200 Oxford Street,London,W1D 1NU,Soho,
Southend Bookstore 25 Highfield Road Southend-on-Sea SS1 2HR,25 Highfield Road Southend-on-Sea SS1 2HR,25,Highfield Road,Highfield Road,Southend-on-Sea,SS1 2HR,,
WOBURN SANDS Open today - 09:00 until 18:00 01908 583511 MK17 8UE,MK17 8UE,,,,,MK17 8UE,,
"Office 2 Prenton Business Park, Prenton Way, CH43 3EA","Prenton Way, CH43 3EA",,Prenton Way,Prenton Way,,CH43 3EA,,
"Morrison Electricals 22 King Street, Leeds, LS2 8HJ 0113 234 5678 service@morrisonelectricals.com","22 King Street, Leeds, LS2 8HJ",22,King Street,22 King Street,Leeds,LS2 8HJ,,
20 Kingsway Cardiff CF10 3FD,20 Kingsway Cardiff CF10 3FD,20,Kingsway,20 Kingsway,Cardiff,CF10 3FD,,
Heritage Antiques Registered Office: 77 Market Street York YO1 8QZ,77 Market Street York YO1 8QZ,77,Market Street,77 Market Street,York,YO1 8QZ,,
EDINBURGH CASTLE Open today - 09:30 until 18:00 0131 225 9846 EH1 2NG,EH1 2NG,,,,,EH1 2NG,,
"Warehouse B, 45 Industrial Estate, NE6 2UQ","45 Industrial Estate, NE6 2UQ",45,Industrial Estate,Industrial Estate,,NE6 2UQ,,
Branch Office: 654 Kings Road SW10 0BB Chelsea GB Phone: 020 7795 1234 Fax: 020 7795 5678 Company Reg Number: 4567890 England VAT number: 765 4321 09,654 Kings Road SW10 0BB Chelsea GB,654,Kings Road,654 Kings Road,Chelsea,SW10 0BB,,GB
"Fresh Bakes Bakery Ltd Trading address: 27 Cherry Street, Liverpool, L3 4AB Registered Company Number: 09876543 VAT number 567891234 Registered in England and Wales Telephone: 0151 234 5678 Email: orders@freshbakes.co.uk","27 Cherry Street, Liverpool, L3 4AB",27,Cherry Street,27 Cherry Street,Liverpool,L3 4AB,,
"Headquarters: Beech Tower, 22 Holly Street, Midtown, Belfast BT1 5EY Tel: 028 9056 7890 Email: hq@beechtower.org","22 Holly Street, Midtown, Belfast BT1 5EY",22,Holly Street,22 Holly Street,Belfast,BT1 5EY,,
"Regional Office: Poplar House, 67 Chestnut Avenue, Northtown, Edinburgh EH3 9DR Tel: 0131 654 3210 Email: regional@poplarhouse.co.uk","67 Chestnut Avenue, Northtown, Edinburgh EH3 9DR",67,Chestnut Avenue,67 Chestnut Avenue,Edinburgh,EH3 9DR,,
"Office: Unit 3, 10 Queen's Road, Brighton, BN1 3WA","10 Queen's Road, Brighton, BN1 3WA",10,Queen's Road,10 Queen's Road,Brighton,BN1 3WA,,
"Sunrise Dental, 5 King Street, Manchester, M2 6AW, UK","5 King Street, Manchester, M2 6AW",5,King Street,5 King Street,Manchester,M2 6AW,Manchester,UK
"Market Place, Doncaster South Yorkshire DN1 1NG",,,Market Place,Market Place,Doncaster,DN1 1NG,South Yorkshire,
"High Street, Cranfield Bedford Bedfordshire MK43 0DG",,,High Street,High Street,Bedford,MK43 0DG,Bedfordshire,
"3 Elm Court, Victoria Rd, Bristol, Bristol, BS3 4AJ, UK","Victoria Rd, Bristol, Bristol, BS3 4AJ",,Victoria Rd,Victoria Rd,Bristol,BS3 4AJ,Bristol,UK
House 7 14 Victoria Square Birmingham B1 1BD,House 7 14 Victoria Square Birmingham B1 1BD,14,Victoria Square,House 7 14 Victoria Square,Birmingham,B1 1BD,,
"2 Green Park, Baker St, London, Greater London, W1U 6RF, UK","Baker St, London, Greater London, W1U 6RF",,Baker St,Baker St,London,W1U 6RF,Greater London,UK
"SELLER means Humphrey Pullets Limited, Hazeley Road, Twyford, Winchester, Hampshire, SO21 1QA, company number 06780228","Hazeley Road, Twyford, Winchester, Hampshire, SO21 1QA",,Hazeley Road,Hazeley Road,Winchester,SO21 1QA,Hampshire,
"Headquarters: Ground Floor, 5 King Street, Manchester, M2 4LQ","5 King Street, Manchester, M2 4LQ",5,King Street,5 King Street,Manchester,M2 4LQ,,
"Orchard Road, Edinburgh City of Edinburgh EH4 2HD",,,Orchard Road,Orchard Road,Edinburgh,EH4 2HD,City of Edinburgh,
"Baker & Sons Construction Ltd Trading address: 8 Maple Crescent, Leeds, LS11 6FG Registered Company Number: 01234567 VAT number 234567890 Registered in England and Wales Telephone: 0113 234 5678 Email: admin@bakerandsons.co.uk","8 Maple Crescent, Leeds, LS11 6FG",8,Maple Crescent,8 Maple Crescent,Leeds,LS11 6FG,,
"Eco-Friendly Solutions Ltd, Registered in Scotland, Company No SC654321, Registered at 30 Glen Road, Aberdeen, AB10 6XY, VAT Registration No 890 1234 56","30 Glen Road, Aberdeen, AB10 6XY",30,Glen Road,30 Glen Road,Aberdeen,AB10 6XY,,
"Address: Oak Tree Clinic 88 Elm Street, Birmingham, B5 7JP","88 Elm Street, Birmingham, B5 7JP",88,Elm Street,88 Elm Street,Birmingham,B5 7JP,,
This Workspace 18 Albert Road Bournemouth BH1 1BZ,18 Albert Road Bournemouth BH1 1BZ,18,Albert Road,18 Albert Road,Bournemouth,BH1 1BZ,,
Suite 5B 78 Oxford Road Reading RG1 7LB,Suite 5B 78 Oxford Road Reading RG1 7LB,78,Oxford Road,Suite 5B 78 Oxford Road,Reading,RG1 7LB,,
"Acme Corp, 123 High Street, Guildford, Surrey, GU1 3AJ, UK","123 High Street, Guildford, Surrey, GU1 3AJ",123,High Street,123 High Street,Guildford,GU1 3AJ,Surrey,UK
"Address: Willow Cottage 9 Mill Road, Cambridge, CB1 9LA","9 Mill Road, Cambridge, CB1 9LA",9,Mill Road,9 Mill Road,Cambridge,CB1 9LA,,
"Apartment 7, 14 Maple Street, WC1H 9EH","14 Maple Street, WC1H 9EH",14,Maple Street,Maple Street,,WC1H 9EH,,
"Queen Elizabeth Olympic Park, London E20 2ST","Queen Elizabeth Olympic Park, London E20 2ST",,Queen Elizabeth Olympic Park,Queen Elizabeth Olympic Park,London,E20 2ST,,
Northfield Health Clinic 9 Elm Grove Leeds LS2 8JD,9 Elm Grove Leeds LS2 8JD,9,Elm Grove,Elm Grove,Leeds,LS2 8JD,,
"Victoria House, 1-3 College Hill, London EC4R 2RA","1-3 College Hill, London EC4R 2RA",1-3,College Hill,1-3 College Hill,London,EC4R 2RA,,
"Sales Office: Unit D, 22 Market Street, Liverpool, L1 1DG","22 Market Street, Liverpool, L1 1DG",22,Market Street,22 Market Street,Liverpool,L1 1DG,,
"Harbor Cafe, 88 Dockside Road, Liverpool, L1 8JU, UK","88 Dockside Road, Liverpool, L1 8JU",88,Dockside Road,88 Dockside Road,Liverpool,L1 8JU,Liverpool,UK
"Office Location: Silver Line Ltd, 123 Queen's Road, Birmingham B1 1RF Company Registration Number: 33445566","123 Queen's Road, Birmingham B1 1RF",123,Queen's Road,123 Queen's Road,Birmingham,B1 1RF,,
"Building 6, 28 Park Lane, B3 2RJ","28 Park Lane, B3 2RJ",28,Park Lane,Park Lane,,B3 2RJ,,
"Rose Villa, 15 Green Street, Edinburgh, EH1 3AA",,,,,Edinburgh,EH1 3AA,Midlothian,
"Business Address: Starry Night Ltd, 45 Moon Crescent, Oxford OX4 2HT Company Registration Number: 66554433","45 Moon Crescent, Oxford OX4 2HT",45,Moon Crescent,45 Moon Crescent,Oxford,OX4 2HT,,
BATH ABBEY Open today - 09:00 until 18:00 01225 422462 BA1 1LT,BA1 1LT,,,,,BA1 1LT,,
"Head Office: Baker Street Consulting Ltd, 221B Baker Street, London NW1 6XE Company Registration Number: 12345678","221B Baker Street, London NW1 6XE",221B,Baker Street,221B Baker Street,London,NW1 6XE,,
"Head Office: Windmill Hill City Farm, Philip Street, Bedminster, Bristol BS3 4EA Tel: 0117 923 1800 Email: admin@farmgarden org uk","Philip Street, Bedminster, Bristol BS3 4EA",,Philip Street,Philip Street,Bristol,BS3 4EA,,
"11 Chapel Street, Liverpool, L3 9AG, United Kingdom",,11,Chapel Street,Chapel Street,Liverpool,L3 9AG,,United Kingdom
TSSC Telephone: 0330 010 0410 Local Telephone: 0208 903 6333 Fax: 0208 795 2072 Registered Address: 923 Finchley Road NW11 7PE London GB Company Reg Number: 5870213 England VAT number: 888 1150 02,923 Finchley Road NW11 7PE London GB,923,Finchley Road,923 Finchley Road,London,NW11 7PE,,GB
"Bright Future Tutoring Ltd Trading address: 45 School Lane, Bristol, BS7 8GH Registered Company Number: 07894561 VAT number 345678912 Registered in England and Wales Telephone: 0117 987 6543 Email: enquiries@brightfuturetutoring.co.uk","45 School Lane, Bristol, BS7 8GH",45,School Lane,45 School Lane,Bristol,BS7 8GH,,
"University of Oxford, Wellington Square, Oxford, OX1 2JD","Wellington Square, Oxford, OX1 2JD",,Wellington Square,Wellington Square,Oxford,OX1 2JD,,
"Creative Designs Ltd, Registered in England, Company No 34567890, Registered at 9A Market Street, Newcastle upon Tyne, NE1 6PQ, VAT Registration No 678 9012 34","9A Market Street, Newcastle upon Tyne, NE1 6PQ",9A,Market Street,9A Market Street,Newcastle upon Tyne,NE1 6PQ,,
"9 Willow Cottage, Station Rd, Cambridge, Cambridgeshire, CB1 2JB, UK","Station Rd, Cambridge, Cambridgeshire, CB1 2JB",,Station Rd,Station Rd,Cambridge,CB1 2JB,Cambridgeshire,UK
"10 Ash House, New St, Edinburgh, Edinburgh, EH2 4TP, UK","New St, Edinburgh, Edinburgh, EH2 4TP",,New St,New St,Edinburgh,EH2 4TP,Edinburgh,UK
"Regional Office: Room 12, 30 St. James's Square, London, SW1Y 4JR","30 St. James's Square, London, SW1Y 4JR",30,St. James's Square,30 St. James's Square,London,SW1Y 4JR,,
"SELLER means Greenfield Estates Ltd, Oak Avenue, Bromley, London, BR2 8HJ, company number 03216589","Oak Avenue, Bromley, London, BR2 8HJ",,Oak Avenue,Oak Avenue,London,BR2 8HJ,London,
"Swift Electrical Solutions Ltd Trading address: 5 Oak Avenue, Birmingham, B23 6TR Registered Company Number: 06789123 VAT number 987654321 Registered in England and Wales Telephone: 0121 987 6543 Email: info@swiftelectrical.co.uk","5 Oak Avenue, Birmingham, B23 6TR",5,Oak Avenue,5 Oak Avenue,Birmingham,B23 6TR,,
"Elite Fitness Gym Ltd Trading address: 60 Riverside Road, Nottingham, NG2 1QW Registered Company Number: 04561234 VAT number 678912345 Registered in England and Wales Telephone: 0115 912 3456 Email: info@elitefitness.co.uk","60 Riverside Road, Nottingham, NG2 1QW",60,Riverside Road,60 Riverside Road,Nottingham,NG2 1QW,,
Eastwood Community Centre 33 Church Road Bristol BS5 9HT,33 Church Road Bristol BS5 9HT,33,Church Road,Church Road,Bristol,BS5 9HT,,
"22 King Street, Manchester, M2 6AG",,22,King Street,King Street,Manchester,M2 6AG,,
"Address: Sundial House 35 Old Park Lane, London, W1K 1QT","35 Old Park Lane, London, W1K 1QT",35,Old Park Lane,35 Old Park Lane,London,W1K 1QT,,
"Address: Kingsley High School 66 Kings Road, Harrogate, HG1 5JW","66 Kings Road, Harrogate, HG1 5JW",66,Kings Road,66 Kings Road,Harrogate,HG1 5JW,,
"7 Station Road, Bristol, BS1 6QG",,7,Station Road,Station Road,Bristol,BS1 6QG,,
"Apartment 2B, 34 Church Lane, Birmingham, B3 2DP",,,,,Birmingham,B3 2DP,West Midlands,
10 Downing Street London SW1A 2AA,10 Downing Street London SW1A 2AA,10,Downing Street,10 Downing Street,London,SW1A 2AA,,
Office Location: 321 Oxford Street W1D 2LH London GB Contact: 020 7553 1234 Registered Address: 321 Oxford Street W1D 2LH London GB Company Reg Number: 3456789 England VAT number: 876 5432 10,321 Oxford Street W1D 2LH London GB,321,Oxford Street,321 Oxford Street,London,W1D 2LH,,GB
"22 High Street, Edinburgh, EH1 1TG, United Kingdom",,22,High Street,High Street,Edinburgh,EH1 1TG,,United Kingdom
"House 9, 12 Winston Avenue, W14 8AG","12 Winston Avenue, W14 8AG",12,Winston Avenue,Winston Avenue,,W14 8AG,,
Regal Cinemas Registered Office: 45 Royal Avenue Liverpool L1 1RF,45 Royal Avenue Liverpool L1 1RF,45,Royal Avenue,45 Royal Avenue,Liverpool,L1 1RF,,
Glasgow Science Centre 50 Pacific Quay Glasgow G51 1EA,50 Pacific Quay Glasgow G51 1EA,50,Pacific Quay,50 Pacific Quay,Glasgow,G51 1EA,,
The Old Bakery 56 Market Place Manchester M1 1AE,The Old Bakery 56 Market Place Manchester M1 1AE,56,Market Place,The Old Bakery 56 Market Place,Manchester,M1 1AE,,
"8 Prince Consort Road, Belfast, BT12 5EE, United Kingdom",,8,Prince Consort Road,Prince Consort Road,Belfast,BT12 5EE,,United Kingdom
"Chapel Street, Salford Greater Manchester M3 5DF",,,Chapel Street,Chapel Street,Salford,M3 5DF,Greater Manchester,
"The White House, Main Street, York, YO1 7DD",,,,,York,YO1 7DD,North Yorkshire,
"Flat 5A, 17 Queen's Road, SW19 8NW","17 Queen's Road, SW19 8NW",17,Queen's Road,Queen's Road,,SW19 8NW,,
"Bright Futures Ltd, Maple Road, Chichester, West Sussex, PO19 7HH, company number 07894561","Maple Road, Chichester, West Sussex, PO19 7HH",,Maple Road,Maple Road,Chichester,PO19 7HH,West Sussex,
"11 Beech Cottage, King St, Glasgow, Glasgow, G1 5HY, UK","King St, Glasgow, Glasgow, G1 5HY",,King St,King St,Glasgow,G1 5HY,Glasgow,UK
"Google UK Ltd, 6 Pancras Square, London, N1C 4AG","Pancras Square, London, N1C 4AG",6,Pancras Square,Pancras Square,London,N1C 4AG,,
"Rokit Website Returns, Unit 2 Rangemoor Road, Tottenham, London, N15 4NG","Rangemoor Road, Tottenham, London, N15 4NG",,Rangemoor Road,Rangemoor Road,London,N15 4NG,,
"Headquarters: Emerald Isle Ltd, 67 Clover Way, Cambridge CB1 9AB Company Registration Number: 44556677","67 Clover Way, Cambridge CB1 9AB",67,Clover Way,67 Clover Way,Cambridge,CB1 9AB,,
"PO Box 2264, Reading, Berkshire, RG31 6WA",,,,,Reading,RG31 6WA,Berkshire,
"Station Street, Birmingham West Midlands B5 4DY",,,Station Street,Station Street,Birmingham,B5 4DY,West Midlands,
